title,main_speaker,film_date,tags
Good news in the fight against pancreatic cancer,Laura Indolfi,2016-02-15T00:00:00Z,"['TED Fellows', 'big problems', 'cancer', 'design', 'disease', 'entrepreneur', 'future', 'health', 'health care', 'illness', 'innovation', 'invention', 'medical research', 'medicine', 'potential', 'product design', 'science']"
Our lonely society makes it hard to come home from war,Sebastian Junger,2015-11-04T00:00:00Z,"['PTSD', 'culture', 'death', 'depression', 'film', 'humanity', 'journalism', 'life', 'mental health', 'military', 'pain', 'social change', 'violence', 'war']"
The laws that sex workers really want,Juno Mac,2016-01-30T00:00:00Z,"['TEDx', 'activism', 'community', 'empathy', 'feminism', 'global issues', 'government', 'identity', 'inequality', 'law', 'policy', 'sex', 'sexual violence', 'social change', 'society', 'trafficking', 'women']"
How free is our freedom of the press?,Trevor Timm,2016-02-15T00:00:00Z,"['Internet', 'Surveillance', 'TED Fellows', 'corruption', 'crime', 'government']"
The beauty of being a misfit,Lidia Yuknavitch,2016-02-18T00:00:00Z,"['TED Books', 'beauty', 'books', 'creativity', 'failure', 'humanity', 'identity', 'personal growth', 'self', 'writing']"
Your words may predict your future mental health,Mariano Sigman,2016-02-18T00:00:00Z,"['brain', 'cognitive science', 'communication', 'future', 'health', 'identity', 'language', 'mental health', 'mind', 'neuroscience', 'science', 'self', 'speech', 'writing']"
Drawings that show the beauty and fragility of Earth,Zaria Forman,2015-11-06T00:00:00Z,"['adventure', 'art', 'beauty', 'big problems', 'climate change', 'exploration', 'glacier', 'meditation', 'nature', 'oceans', 'sustainability', 'visualizations', 'water']"
How barbershops can keep men healthy,Joseph Ravenell,2016-02-16T00:00:00Z,"['activism', 'community', 'health', 'health care', 'heart health', 'medical research', 'medicine', 'men', 'potential', 'public health', 'race', 'trust']"
My journey from Marine to actor,Adam Driver,2015-11-03T00:00:00Z,"['collaboration', 'communication', 'entertainment', 'film', 'language', 'military', 'performance', 'performance art', 'theater', 'war']"
"A smarter, more precise way to think about public health",Sue Desmond-Hellmann,2016-02-19T00:00:00Z,"['Africa', 'HIV', 'big problems', 'communication', 'disease', 'future', 'global issues', 'health', 'health care', 'illness', 'inequality', 'innovation', 'medical research', 'medicine', 'parenting', 'public health']"
The real harm of the global arms trade,Samantha Nutt,2015-11-04T00:00:00Z,"['Africa', 'Guns', 'activism', 'big problems', 'business', 'children', 'community', 'death', 'economics', 'global issues', 'humanity', 'inequality', 'security', 'society', 'violence', 'war']"
An entertainment icon on living a life of meaning,Norman Lear,2016-02-16T00:00:00Z,"['activism', 'communication', 'creativity', 'entertainment', 'family', 'film', 'identity', 'interview', 'life', 'motivation', 'personal growth', 'social change', 'television']"
"The passing of time, caught in a single photo",Stephen Wilkes,2016-02-19T00:00:00Z,"['Africa', 'beauty', 'creativity', 'environment', 'photography', 'technology', 'time', 'visualizations', 'water']"
What's so sexy about math?,CÌ©dric Villani,2016-02-16T00:00:00Z,"['collaboration', 'education', 'history', 'innovation', 'intelligence', 'math', 'nature', 'statistics', 'visualizations']"
Every piece of art you've ever wanted to see -- up close and searchable,Amit Sood,2016-02-17T00:00:00Z,"['Google', 'Internet', 'art', 'beauty', 'big bang', 'collaboration', 'computers', 'culture', 'data', 'exploration', 'future', 'history', 'innovation', 'library', 'machine learning', 'museums', 'painting', 'society', 'software', 'technology', 'visualizations', 'world cultures']"
"The Chinese zodiac, explained",ShaoLan,2016-02-17T00:00:00Z,"['china', 'economics', 'education', 'entrepreneur', 'family', 'identity', 'world cultures']"
How college loans exploit students for profit,Sajay Samuel,2016-02-28T00:00:00Z,"['TEDx', 'big problems', 'choice', 'culture', 'economics', 'education', 'investment', 'society', 'work']"
A highly scientific taxonomy of haters,Negin Farsad,2016-02-15T00:00:00Z,"['TED Fellows', 'activism', 'comedy', 'community', 'entertainment', 'humor', 'identity', 'religion', 'social change', 'society', 'terrorism']"
3 reasons why we can win the fight against poverty,Andrew Youn,2016-02-17T00:00:00Z,"['Africa', 'activism', 'agriculture', 'community', 'farming', 'food', 'future', 'global development', 'global issues', 'innovation', 'poverty', 'society']"
The secret to effective nonviolent resistance,Jamila Raqib,2015-11-04T00:00:00Z,"['big problems', 'collaboration', 'communication', 'community', 'global issues', 'humanity', 'military', 'nonviolence', 'protests', 'security', 'society', 'terrorism', 'violence', 'war']"
This scientist makes ears out of apples,Andrew Pelling,2016-02-15T00:00:00Z,"['TED Fellows', 'biotech', 'collaboration', 'creativity', 'design', 'exploration', 'future', 'hack', 'innovation', 'invention', 'materials', 'play', 'potential', 'science', 'technology']"
The birth of virtual reality as an art form,Chris Milk,2016-02-18T00:00:00Z,"['art', 'beauty', 'collaboration', 'communication', 'composing', 'entertainment', 'film', 'future', 'innovation', 'media', 'technology', 'virtual reality', 'visualizations']"
How better tech could protect us from distraction,Tristan Harris,2014-12-01T00:00:00Z,"['Internet', 'choice', 'communication', 'design', 'future', 'innovation', 'interface design', 'motivation', 'potential', 'product design', 'social media', 'technology', 'web']"
I survived a terrorist attack. Here's what I learned,Gill Hicks,2016-05-24T00:00:00Z,"['TEDx', 'activism', 'community', 'compassion', 'death', 'global issues', 'humanity', 'identity', 'life', 'social change', 'society', 'terrorism', 'violence']"
Why genetic research must be more diverse,Keolu Fox,2016-02-15T00:00:00Z,"['TED Fellows', 'activism', 'big problems', 'community', 'genetics', 'health', 'health care', 'inequality', 'medical research', 'medicine', 'science', 'society']"
How to fix a broken education system ... without any more money,Seema Bansal,2016-05-18T00:00:00Z,"['children', 'communication', 'community', 'education', 'global development', 'global issues', 'india', 'policy', 'potential']"
"Who are you, really? The puzzle of personality",Brian Little,2016-02-16T00:00:00Z,"['TED Books', 'communication', 'humanity', 'humor', 'identity', 'introvert', 'personality', 'psychology', 'self']"
What can we learn from shortcuts?,Tom Hulme,2016-02-17T00:00:00Z,"['architecture', 'cities', 'community', 'design', 'environment', 'potential', 'product design', 'public spaces', 'society', 'urban planning']"
How a blind astronomer found a way to hear the stars,Wanda Diaz Merced,2016-02-16T00:00:00Z,"['Blindness', 'astronomy', 'collaboration', 'data', 'disability', 'energy', 'exploration', 'hearing', 'innovation', 'nature', 'physics', 'science', 'technology']"
How computers are learning to be creative,Blaise AgÌ_era y Arcas,2016-05-18T00:00:00Z,"['AI', 'algorithm', 'art', 'beauty', 'brain', 'collaboration', 'demo', 'future', 'innovation', 'intelligence', 'machine learning', 'science', 'science and art', 'visualizations']"
Why you think you're right -- even if you're wrong,Julia Galef,2016-02-28T00:00:00Z,"['TEDx', 'choice', 'collaboration', 'communication', 'decision-making', 'identity', 'leadership', 'motivation', 'personal growth', 'society']"
"Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,2016-02-15T00:00:00Z,"['Blindness', 'DNA', 'TED Fellows', 'ancient world', 'animals', 'biodiversity', 'biology', 'biomechanics', 'brain', 'curiosity', 'ecology', 'environment', 'evolution', 'exploration', 'fish', 'history', 'life', 'nature', 'science', 'sight', 'time']"
"""Redemption Song""",John Legend,2016-02-15T00:00:00Z,"['Criminal Justice', 'United States', 'activism', 'big problems', 'culture', 'live music', 'music', 'performance', 'personal growth', 'piano', 'policy', 'prison', 'singer', 'social change', 'society', 'vocals']"
How Syria's architecture laid the foundation for brutal war,Marwa Al-Sabouni,2016-06-26T00:00:00Z,"['Middle East', 'architecture', 'big problems', 'cities', 'collaboration', 'community', 'design', 'disaster relief', 'engineering', 'identity', 'infrastructure', 'potential', 'public spaces', 'refugees', 'religion', 'security', 'social change', 'society', 'urban planning', 'violence', 'war']"
Why Brexit happened -- and what to do next,Alexander Betts,2016-06-29T00:00:00Z,"['Europe', 'big problems', 'choice', 'collaboration', 'communication', 'community', 'democracy', 'future', 'global development', 'global issues', 'government', 'history', 'humanity', 'identity', 'immigration', 'inequality', 'news', 'policy', 'politics', 'refugees', 'social change', 'society']"
"Why I keep speaking up, even when people mock my accent",Safwat Saleem,2016-02-15T00:00:00Z,"['Internet', 'TED Fellows', 'animation', 'art', 'bullying', 'comedy', 'communication', 'design', 'fear', 'humor', 'identity', 'language', 'media', 'society', 'speech', 'vocals']"
"When we design for disability, we all benefit",Elise Roy,2015-09-25T00:00:00Z,"['Senses', 'TEDx', 'collaboration', 'communication', 'design', 'disability', 'innovation', 'personal growth', 'society']"
3 lessons on success from an Arab businesswoman,Leila Hoteit,2016-05-18T00:00:00Z,"['Middle East', 'business', 'leadership', 'women', 'women in business', 'work']"
What will be the next big scientific breakthrough?,Eric Haseltine,2015-11-05T00:00:00Z,"['aging', 'curiosity', 'exploration', 'science']"
Nature is everywhere -- we just need to learn to see it,Emma Marris,2016-06-26T00:00:00Z,"['Anthropocene', 'Natural resources', 'agriculture', 'animals', 'biodiversity', 'children', 'climate change', 'ecology', 'environment', 'garden', 'green', 'life', 'nature', 'parenting', 'plants', 'sustainability', 'teaching', 'trees']"
How to grow a forest in your backyard,Shubhendu Sharma,2016-05-18T00:00:00Z,"['Natural resources', 'TED Fellows', 'botany', 'cities', 'design', 'ecology', 'engineering', 'entrepreneur', 'environment', 'future', 'garden', 'global development', 'green', 'microbes', 'microbiology', 'nature', 'plants', 'science', 'sustainability', 'trees', 'urban planning']"
My love letter to cosplay,Adam Savage,2016-02-16T00:00:00Z,"['adventure', 'art', 'beauty', 'collaboration', 'communication', 'community', 'creativity', 'design', 'entertainment', 'humor', 'identity', 'materials', 'performance', 'personality', 'storytelling']"
A forgotten Space Age technology could change how we grow food,Lisa Dyson,2016-05-18T00:00:00Z,"['agriculture', 'astrobiology', 'bacteria', 'big problems', 'business', 'environment', 'farming', 'food', 'future', 'global issues', 'innovation', 'life', 'microbes', 'microbiology', 'nature', 'science', 'technology']"
"A project of peace, painted across 50 buildings",eL Seed,2016-06-26T00:00:00Z,"['Egypt', 'Middle East', 'TED Fellows', 'art', 'beauty', 'community', 'painting', 'peace', 'sanitation', 'society']"
How the Panama Papers journalists broke the biggest leak in history,Gerard Ryle,2016-06-26T00:00:00Z,"['Internet', 'big problems', 'business', 'collaboration', 'communication', 'data', 'global issues', 'government', 'journalism', 'society', 'technology', 'writing']"
A new way to study the brain's invisible secrets,Ed Boyden,2016-06-26T00:00:00Z,"['biology', 'biomechanics', 'biotech', 'brain', 'chemistry', 'humanity', 'illness', 'innovation', 'life', 'materials', 'medical research', 'nanoscale', 'neuroscience', 'potential', 'science', 'technology']"
How trees talk to each other,Suzanne Simard,2016-06-29T00:00:00Z,"['beauty', 'biodiversity', 'biology', 'biomechanics', 'botany', 'communication', 'community', 'ecology', 'environment', 'green', 'identity', 'language', 'life', 'nature', 'plants', 'science', 'trees']"
The jobs we'll lose to machines -- and the ones we won't,Anthony Goldbloom,2016-02-15T00:00:00Z,"['AI', 'collaboration', 'data', 'future', 'innovation', 'intelligence', 'machine learning', 'productivity', 'programming', 'robots', 'technology', 'work']"
How to build a business that lasts 100 years,Martin Reeves,2016-05-18T00:00:00Z,"['biology', 'business', 'future', 'innovation', 'leadership', 'potential', 'productivity', 'resources', 'success', 'work']"
The taboo secret to better health,Molly Winter,2016-04-23T00:00:00Z,"['Natural resources', 'TEDx', 'activism', 'agriculture', 'alternative energy', 'climate change', 'community', 'design', 'energy', 'engineering', 'environment', 'farming', 'food', 'green', 'health', 'humanity', 'infrastructure', 'nature', 'sanitation', 'water']"
How Africa can keep rising,Ngozi Okonjo-Iweala,2016-06-27T00:00:00Z,"['Africa', 'Natural resources', 'business', 'collaboration', 'economics', 'education', 'future', 'global development', 'global issues', 'goal-setting', 'government', 'investment', 'mobility', 'policy', 'potential', 'society', 'technology', 'war', 'women']"
What a planet needs to sustain life,Dave Brain,2015-09-19T00:00:00Z,"['Mars', 'Planets', 'TEDx', 'astrobiology', 'cosmos', 'data', 'discovery', 'exploration', 'extraterrestrial life', 'future', 'microbes', 'science', 'universe', 'water']"
A small country with big ideas to get rid of fossil fuels,Monica Araya,2016-06-29T00:00:00Z,"['Natural resources', 'activism', 'alternative energy', 'climate change', 'collaboration', 'communication', 'community', 'environment', 'future', 'global development', 'global issues', 'history', 'humanity', 'infrastructure', 'innovation', 'law', 'nature', 'policy', 'pollution', 'social change', 'transportation']"
3 moons and a planet that could have alien life,James Green,2015-11-06T00:00:00Z,"['Mars', 'NASA', 'astrobiology', 'astronomy', 'chemistry', 'data', 'extraterrestrial life', 'innovation', 'life', 'microbes', 'microbiology', 'nature', 'physics', 'science', 'solar system', 'technology', 'universe', 'water']"
